-1.045;9.913;-0.015;-1.524;5.586;-0.69;2.023;15.031;-0.235;2.738;12.177;-0.443;0.0;10.351;0.0;1.104;10.096;-0.027;0.0;10.351;0.0;-0.054;10.962;-0.374;-0.45;14.941;0.113;-1.846;14.88;-0.057;2.738;12.177;-0.443;2.552;9.805;0.196;0.771;5.746;-0.638;0.295;1.215;-2.298;0.0;10.351;0.0;-1.045;9.913;-0.015;0.69;14.943;0.21;2.023;15.031;-0.235;1.104;10.096;-0.027;0.771;5.746;-0.638;0.194;15.413;-0.725;0.139;16.299;0.76;-2.669;12.138;-0.121;-2.742;9.703;0.522;-1.846;14.88;-0.057;-2.669;12.138;-0.121;-0.054;10.962;-0.374;0.161;13.319;-0.28;0.161;13.319;-0.28;0.194;15.413;-0.725;-1.524;5.586;-0.69;-1.299;0.989;-2.118
-1.002;9.904;0.055;-1.5;5.586;-0.657;2.079;15.012;-0.107;2.797;12.161;-0.34;0.045;10.338;0.077;1.147;10.078;0.058;0.045;10.338;0.077;-0.004;10.95;-0.297;-0.399;14.928;0.214;-1.794;14.873;0.027;2.797;12.161;-0.34;2.603;9.782;0.269;0.796;5.736;-0.591;0.299;1.226;-2.302;0.045;10.338;0.077;-1.002;9.904;0.055;0.74;14.925;0.32;2.079;15.012;-0.107;1.147;10.078;0.058;0.796;5.736;-0.591;0.254;15.402;-0.617;0.199;16.274;0.877;-2.629;12.134;-0.054;-2.718;9.701;0.589;-1.794;14.873;0.027;-2.629;12.134;-0.054;-0.004;10.95;-0.297;0.209;13.306;-0.183;0.209;13.306;-0.183;0.254;15.402;-0.617;-1.5;5.586;-0.657;-1.294;1.006;-2.14
-0.959;9.9;0.154;-1.472;5.593;-0.614;2.128;14.996;0.051;2.855;12.149;-0.204;0.09;10.327;0.182;1.191;10.059;0.17;0.09;10.327;0.182;0.047;10.938;-0.193;-0.356;14.916;0.329;-1.746;14.862;0.113;2.855;12.149;-0.204;2.661;9.76;0.364;0.825;5.727;-0.537;0.306;1.241;-2.305;0.09;10.327;0.182;-0.959;9.9;0.154;0.782;14.912;0.452;2.128;14.996;0.051;1.191;10.059;0.17;0.825;5.727;-0.537;0.31;15.391;-0.491;0.248;16.257;1.006;-2.586;12.126;0.01;-2.69;9.693;0.657;-1.746;14.862;0.113;-2.586;12.126;0.01;0.047;10.938;-0.193;0.255;13.294;-0.062;0.255;13.294;-0.062;0.31;15.391;-0.491;-1.472;5.593;-0.614;-1.288;1.032;-2.16
-0.93;9.893;0.279;-1.451;5.601;-0.563;2.172;14.974;0.236;2.908;12.131;-0.04;0.123;10.31;0.313;1.221;10.033;0.304;0.123;10.31;0.313;0.087;10.923;-0.061;-0.319;14.901;0.472;-1.703;14.849;0.224;2.908;12.131;-0.04;2.723;9.731;0.486;0.847;5.714;-0.478;0.306;1.258;-2.312;0.123;10.31;0.313;-0.93;9.893;0.279;0.817;14.893;0.612;2.172;14.974;0.236;1.221;10.033;0.304;0.847;5.714;-0.478;0.361;15.375;-0.337;0.298;16.237;1.162;-2.547;12.115;0.095;-2.667;9.684;0.741;-1.703;14.849;0.224;-2.547;12.115;0.095;0.087;10.923;-0.061;0.293;13.278;0.087;0.293;13.278;0.087;0.361;15.375;-0.337;-1.451;5.601;-0.563;-1.287;1.065;-2.183
-0.911;9.907;0.431;-1.433;5.632;-0.496;2.215;14.963;0.45;2.958;12.124;0.152;0.147;10.311;0.472;1.242;10.019;0.467;0.147;10.311;0.472;0.121;10.925;0.099;-0.279;14.902;0.654;-1.658;14.855;0.378;2.958;12.124;0.152;2.787;9.715;0.639;0.868;5.717;-0.402;0.312;1.294;-2.31;0.147;10.311;0.472;-0.911;9.907;0.431;0.855;14.889;0.807;2.215;14.963;0.45;1.242;10.019;0.467;0.868;5.717;-0.402;0.412;15.377;-0.145;0.35;16.23;1.359;-2.507;12.125;0.199;-2.651;9.687;0.814;-1.658;14.855;0.378;-2.507;12.125;0.199;0.121;10.925;0.099;0.331;13.278;0.268;0.331;13.278;0.268;0.412;15.377;-0.145;-1.433;5.632;-0.496;-1.281;1.126;-2.197
-0.895;9.913;0.592;-1.416;5.661;-0.432;2.254;14.95;0.689;3.006;12.115;0.371;0.168;10.305;0.642;1.259;10.001;0.643;0.168;10.305;0.642;0.151;10.922;0.274;-0.242;14.894;0.871;-1.618;14.855;0.573;3.006;12.115;0.371;2.848;9.701;0.832;0.886;5.72;-0.324;0.316;1.333;-2.31;0.168;10.305;0.642;-0.895;9.913;0.592;0.891;14.876;1.032;2.254;14.95;0.689;1.259;10.001;0.643;0.886;5.72;-0.324;0.456;15.374;0.081;0.395;16.214;1.592;-2.475;12.132;0.334;-2.645;9.684;0.9;-1.618;14.855;0.573;-2.475;12.132;0.334;0.151;10.922;0.274;0.366;13.272;0.476;0.366;13.272;0.476;0.456;15.374;0.081;-1.416;5.661;-0.432;-1.278;1.187;-2.218
-0.877;9.897;0.774;-1.396;5.673;-0.359;2.289;14.92;0.961;3.051;12.091;0.625;0.188;10.278;0.837;1.277;9.964;0.843;0.188;10.278;0.837;0.181;10.9;0.477;-0.209;14.864;1.128;-1.581;14.835;0.813;3.051;12.091;0.625;2.899;9.674;1.077;0.906;5.71;-0.236;0.321;1.366;-2.312;0.188;10.278;0.837;-0.877;9.897;0.774;0.923;14.844;1.295;2.289;14.92;0.961;1.277;9.964;0.843;0.906;5.71;-0.236;0.494;15.351;0.347;0.432;16.18;1.865;-2.446;12.122;0.505;-2.647;9.661;0.999;-1.581;14.835;0.813;-2.446;12.122;0.505;0.181;10.9;0.477;0.4;13.245;0.72;0.4;13.245;0.72;0.494;15.351;0.347;-1.396;5.673;-0.359;-1.271;1.238;-2.241
-0.861;9.865;0.994;-1.379;5.674;-0.258;2.318;14.876;1.274;3.087;12.051;0.92;0.207;10.236;1.065;1.294;9.914;1.068;0.207;10.236;1.065;0.205;10.863;0.713;-0.18;14.816;1.432;-1.549;14.798;1.103;3.087;12.051;0.92;2.932;9.634;1.372;0.925;5.692;-0.133;0.324;1.403;-2.315;0.207;10.236;1.065;-0.861;9.865;0.994;0.951;14.793;1.601;2.318;14.876;1.274;1.294;9.914;1.068;0.925;5.692;-0.133;0.525;15.313;0.659;0.463;16.129;2.184;-2.423;12.098;0.721;-2.659;9.623;1.125;-1.549;14.798;1.103;-2.423;12.098;0.721;0.205;10.863;0.713;0.429;13.203;1.004;0.429;13.203;1.004;0.525;15.313;0.659;-1.379;5.674;-0.258;-1.267;1.291;-2.258
-0.841;9.801;1.241;-1.365;5.648;-0.132;2.339;14.808;1.62;3.118;11.986;1.258;0.228;10.167;1.321;1.313;9.841;1.322;0.228;10.167;1.321;0.229;10.799;0.979;-0.16;14.74;1.766;-1.526;14.734;1.424;3.118;11.986;1.258;2.956;9.573;1.723;0.939;5.657;-0.002;0.324;1.436;-2.308;0.228;10.167;1.321;-0.841;9.801;1.241;0.971;14.716;1.939;2.339;14.808;1.62;1.313;9.841;1.322;0.939;5.657;-0.002;0.546;15.248;1.002;0.484;16.05;2.534;-2.406;12.047;0.964;-2.682;9.562;1.268;-1.526;14.734;1.424;-2.406;12.047;0.964;0.229;10.799;0.979;0.452;13.133;1.318;0.452;13.133;1.318;0.546;15.248;1.002;-1.365;5.648;-0.132;-1.266;1.329;-2.266
-0.826;9.715;1.525;-1.356;5.606;0.029;2.34;14.724;2.002;3.129;11.906;1.63;0.243;10.08;1.609;1.329;9.754;1.602;0.243;10.08;1.609;0.243;10.718;1.278;-0.161;14.642;2.138;-1.524;14.647;1.786;3.129;11.906;1.63;2.965;9.494;2.105;0.949;5.612;0.152;0.322;1.476;-2.299;0.243;10.08;1.609;-0.826;9.715;1.525;0.97;14.62;2.311;2.34;14.724;2.002;1.329;9.754;1.602;0.949;5.612;0.152;0.544;15.165;1.383;0.483;15.947;2.925;-2.407;11.976;1.246;-2.718;9.484;1.439;-1.524;14.647;1.786;-2.407;11.976;1.246;0.243;10.718;1.278;0.459;13.045;1.666;0.459;13.045;1.666;0.544;15.165;1.383;-1.356;5.606;0.029;-1.265;1.369;-2.264
