-1.052;9.932;-0.025;-1.464;5.577;-0.544;2.036;15.088;-0.322;2.551;12.195;-0.576;0.0;10.351;0.0;1.099;10.076;-0.029;0.0;10.351;0.0;-0.042;10.969;-0.364;-0.411;14.974;0.217;-1.81;14.878;0.102;2.551;12.195;-0.576;2.5;9.778;-0.102;0.835;5.704;-0.487;0.49;1.16;-2.146;0.0;10.351;0.0;-1.052;9.932;-0.025;0.732;14.927;0.184;2.036;15.088;-0.322;1.099;10.076;-0.029;0.835;5.704;-0.487;0.155;15.427;-0.686;0.246;16.333;0.785;-2.613;12.13;0.023;-2.804;9.659;0.471;-1.81;14.878;0.102;-2.613;12.13;0.023;-0.042;10.969;-0.364;0.081;13.332;-0.252;0.081;13.332;-0.252;0.155;15.427;-0.686;-1.464;5.577;-0.544;-1.104;0.991;-1.978
-0.987;9.918;0.05;-1.419;5.57;-0.505;2.105;15.068;-0.201;2.613;12.177;-0.488;0.066;10.337;0.07;1.164;10.061;0.035;0.066;10.337;0.07;0.022;10.955;-0.294;-0.343;14.952;0.332;-1.742;14.865;0.204;2.613;12.177;-0.488;2.547;9.759;-0.022;0.88;5.693;-0.46;0.495;1.164;-2.148;0.066;10.337;0.07;-0.987;9.918;0.05;0.8;14.904;0.302;2.105;15.068;-0.201;1.164;10.061;0.035;0.88;5.693;-0.46;0.226;15.416;-0.564;0.317;16.313;0.914;-2.554;12.12;0.099;-2.761;9.647;0.532;-1.742;14.865;0.204;-2.554;12.12;0.099;0.022;10.955;-0.294;0.148;13.316;-0.157;0.148;13.316;-0.157;0.226;15.416;-0.564;-1.419;5.57;-0.505;-1.096;0.993;-1.976
-0.929;9.918;0.135;-1.38;5.577;-0.461;2.183;15.048;-0.054;2.676;12.157;-0.364;0.126;10.332;0.146;1.223;10.05;0.105;0.126;10.332;0.146;0.083;10.949;-0.219;-0.268;14.938;0.462;-1.666;14.864;0.315;2.676;12.157;-0.364;2.58;9.741;0.108;0.921;5.689;-0.433;0.496;1.173;-2.148;0.126;10.332;0.146;-0.929;9.918;0.135;0.875;14.885;0.44;2.183;15.048;-0.054;1.223;10.05;0.105;0.921;5.689;-0.433;0.31;15.414;-0.422;0.397;16.295;1.065;-2.49;12.124;0.177;-2.72;9.649;0.587;-1.666;14.864;0.315;-2.49;12.124;0.177;0.083;10.949;-0.219;0.219;13.308;-0.05;0.219;13.308;-0.05;0.31;15.414;-0.422;-1.38;5.577;-0.461;-1.095;1.009;-1.969
-0.892;9.923;0.233;-1.348;5.591;-0.418;2.244;15.029;0.118;2.711;12.134;-0.207;0.166;10.33;0.233;1.261;10.043;0.179;0.166;10.33;0.233;0.123;10.948;-0.131;-0.211;14.925;0.62;-1.607;14.862;0.454;2.711;12.134;-0.207;2.57;9.726;0.292;0.954;5.689;-0.418;0.487;1.187;-2.158;0.166;10.33;0.233;-0.892;9.923;0.233;0.932;14.867;0.603;2.244;15.029;0.118;1.261;10.043;0.179;0.954;5.689;-0.418;0.375;15.415;-0.251;0.463;16.276;1.248;-2.437;12.127;0.268;-2.686;9.648;0.638;-1.607;14.862;0.454;-2.437;12.127;0.268;0.123;10.948;-0.131;0.273;13.303;0.079;0.273;13.303;0.079;0.375;15.415;-0.251;-1.348;5.591;-0.418;-1.101;1.034;-1.967
-0.857;9.928;0.355;-1.32;5.607;-0.364;2.314;15.003;0.339;2.769;12.108;0.005;0.204;10.326;0.351;1.296;10.028;0.292;0.204;10.326;0.351;0.165;10.945;-0.012;-0.147;14.907;0.809;-1.541;14.856;0.618;2.769;12.108;0.005;2.592;9.706;0.522;0.984;5.685;-0.374;0.486;1.203;-2.156;0.204;10.326;0.351;-0.857;9.928;0.355;0.995;14.844;0.806;2.314;15.003;0.339;1.296;10.028;0.292;0.984;5.685;-0.374;0.451;15.412;-0.044;0.531;16.25;1.467;-2.379;12.128;0.367;-2.66;9.644;0.679;-1.541;14.856;0.618;-2.379;12.128;0.367;0.165;10.945;-0.012;0.335;13.294;0.242;0.335;13.294;0.242;0.451;15.412;-0.044;-1.32;5.607;-0.364;-1.101;1.068;-1.966
-0.824;9.944;0.497;-1.297;5.639;-0.303;2.386;14.989;0.597;2.839;12.094;0.261;0.241;10.33;0.499;1.33;10.02;0.442;0.241;10.33;0.499;0.21;10.951;0.139;-0.083;14.898;1.029;-1.473;14.859;0.813;2.839;12.094;0.261;2.632;9.698;0.796;1.008;5.692;-0.308;0.485;1.239;-2.156;0.241;10.33;0.499;-0.824;9.944;0.497;1.06;14.831;1.04;2.386;14.989;0.597;1.33;10.02;0.442;1.008;5.692;-0.308;0.529;15.416;0.193;0.598;16.234;1.717;-2.319;12.142;0.49;-2.637;9.655;0.728;-1.473;14.859;0.813;-2.319;12.142;0.49;0.21;10.951;0.139;0.402;13.293;0.439;0.402;13.293;0.439;0.529;15.416;0.193;-1.297;5.639;-0.303;-1.102;1.124;-1.977
-0.796;9.946;0.669;-1.275;5.661;-0.231;2.442;14.964;0.862;2.89;12.07;0.518;0.274;10.321;0.681;1.359;10.001;0.629;0.274;10.321;0.681;0.251;10.946;0.327;-0.029;14.875;1.285;-1.417;14.849;1.054;2.89;12.07;0.518;2.664;9.679;1.07;1.032;5.692;-0.221;0.493;1.278;-2.156;0.274;10.321;0.681;-0.796;9.946;0.669;1.114;14.806;1.301;2.442;14.964;0.862;1.359;10.001;0.629;1.032;5.692;-0.221;0.588;15.407;0.461;0.657;16.204;1.996;-2.27;12.146;0.644;-2.627;9.656;0.781;-1.417;14.849;1.054;-2.27;12.146;0.644;0.251;10.946;0.327;0.457;13.28;0.669;0.457;13.28;0.669;0.588;15.407;0.461;-1.275;5.661;-0.231;-1.094;1.18;-1.996
-0.758;9.914;0.885;-1.238;5.655;-0.131;2.49;14.925;1.18;2.94;12.031;0.826;0.313;10.281;0.918;1.398;9.955;0.877;0.313;10.281;0.918;0.3;10.91;0.571;0.017;14.824;1.582;-1.369;14.807;1.333;2.94;12.031;0.826;2.691;9.649;1.403;1.068;5.67;-0.089;0.535;1.311;-2.145;0.313;10.281;0.918;-0.758;9.914;0.885;1.159;14.758;1.607;2.49;14.925;1.18;1.398;9.955;0.877;1.068;5.67;-0.089;0.639;15.368;0.771;0.701;16.153;2.312;-2.219;12.117;0.836;-2.616;9.63;0.861;-1.369;14.807;1.333;-2.219;12.117;0.836;0.3;10.91;0.571;0.512;13.239;0.95;0.512;13.239;0.95;0.639;15.368;0.771;-1.238;5.655;-0.131;-1.054;1.223;-2.013
-0.719;9.856;1.121;-1.227;5.632;-0.019;2.527;14.864;1.524;2.992;11.975;1.159;0.354;10.219;1.167;1.437;9.889;1.13;0.354;10.219;1.167;0.345;10.854;0.831;0.051;14.747;1.91;-1.332;14.732;1.649;2.992;11.975;1.159;2.732;9.598;1.753;1.08;5.637;0.038;0.512;1.347;-2.151;0.354;10.219;1.167;-0.719;9.856;1.121;1.194;14.687;1.94;2.527;14.864;1.524;1.437;9.889;1.13;1.08;5.637;0.038;0.675;15.306;1.11;0.736;16.076;2.659;-2.165;12.054;1.066;-2.584;9.572;0.977;-1.332;14.732;1.649;-2.165;12.054;1.066;0.345;10.854;0.831;0.559;13.174;1.257;0.559;13.174;1.257;0.675;15.306;1.11;-1.227;5.632;-0.019;-1.077;1.261;-2.043
-0.681;9.789;1.407;-1.206;5.602;0.144;2.56;14.796;1.927;3.052;11.913;1.54;0.393;10.149;1.462;1.475;9.817;1.421;0.393;10.149;1.462;0.386;10.789;1.135;0.079;14.661;2.276;-1.301;14.66;1.997;3.052;11.913;1.54;2.787;9.536;2.128;1.102;5.6;0.203;0.513;1.396;-2.139;0.393;10.149;1.462;-0.681;9.789;1.407;1.221;14.605;2.317;2.56;14.796;1.927;1.475;9.817;1.421;1.102;5.6;0.203;0.708;15.236;1.492;0.758;15.986;3.05;-2.143;12.007;1.319;-2.601;9.538;1.116;-1.301;14.66;1.997;-2.143;12.007;1.319;0.386;10.789;1.135;0.6;13.101;1.605;0.6;13.101;1.605;0.708;15.236;1.492;-1.206;5.602;0.144;-1.074;1.312;-2.046
