-1.079;10.007;-0.049;-1.507;5.725;-0.989;2.097;15.105;-0.159;2.661;12.221;-0.413;0.0;10.351;0.0;1.078;10.004;-0.046;0.0;10.351;0.0;0.001;10.991;-0.327;-0.384;14.988;0.258;-1.765;14.893;0.002;2.661;12.221;-0.413;2.607;9.81;0.092;0.801;5.699;-0.937;0.168;1.164;-2.534;0.0;10.351;0.0;-1.079;10.007;-0.049;0.76;14.963;0.258;2.097;15.105;-0.159;1.078;10.004;-0.046;0.801;5.699;-0.937;0.199;15.44;-0.635;0.398;16.348;0.825;-2.472;12.118;0.071;-2.773;9.65;0.472;-1.765;14.893;0.002;-2.472;12.118;0.071;0.001;10.991;-0.327;0.153;13.35;-0.176;0.153;13.35;-0.176;0.199;15.44;-0.635;-1.507;5.725;-0.989;-1.419;1.125;-2.421
-1.031;10.003;0.01;-1.476;5.732;-0.972;2.161;15.091;-0.044;2.723;12.208;-0.318;0.048;10.347;0.06;1.125;10.0;0.014;0.048;10.347;0.06;0.049;10.987;-0.267;-0.323;14.977;0.358;-1.703;14.891;0.091;2.723;12.208;-0.318;2.658;9.795;0.174;0.831;5.705;-0.92;0.171;1.182;-2.537;0.048;10.347;0.06;-1.031;10.003;0.01;0.821;14.949;0.365;2.161;15.091;-0.044;1.125;10.0;0.014;0.831;5.705;-0.92;0.267;15.439;-0.526;0.453;16.333;0.944;-2.418;12.118;0.136;-2.717;9.649;0.533;-1.703;14.891;0.091;-2.418;12.118;0.136;0.049;10.987;-0.267;0.212;13.343;-0.091;0.212;13.343;-0.091;0.267;15.439;-0.526;-1.476;5.732;-0.972;-1.416;1.139;-2.427
-0.986;9.994;0.082;-1.448;5.736;-0.947;2.22;15.07;0.092;2.782;12.19;-0.203;0.092;10.338;0.132;1.17;9.991;0.086;0.092;10.338;0.132;0.094;10.978;-0.195;-0.268;14.963;0.466;-1.644;14.885;0.18;2.782;12.19;-0.203;2.707;9.773;0.27;0.86;5.708;-0.894;0.174;1.198;-2.537;0.092;10.338;0.132;-0.986;9.994;0.082;0.876;14.93;0.486;2.22;15.07;0.092;1.17;9.991;0.086;0.86;5.708;-0.894;0.333;15.432;-0.405;0.501;16.312;1.076;-2.369;12.115;0.204;-2.671;9.646;0.602;-1.644;14.885;0.18;-2.369;12.115;0.204;0.094;10.978;-0.195;0.266;13.332;0.004;0.266;13.332;0.004;0.333;15.432;-0.405;-1.448;5.736;-0.947;-1.414;1.151;-2.429
-0.948;9.987;0.168;-1.421;5.744;-0.914;2.275;15.047;0.261;2.837;12.169;-0.062;0.131;10.331;0.217;1.208;9.984;0.172;0.131;10.331;0.217;0.132;10.971;-0.109;-0.219;14.948;0.596;-1.589;14.882;0.282;2.837;12.169;-0.062;2.752;9.747;0.378;0.887;5.714;-0.863;0.18;1.22;-2.541;0.131;10.331;0.217;-0.948;9.987;0.168;0.925;14.909;0.633;2.275;15.047;0.261;1.208;9.984;0.172;0.887;5.714;-0.863;0.398;15.427;-0.259;0.543;16.284;1.238;-2.332;12.116;0.273;-2.647;9.648;0.663;-1.589;14.882;0.282;-2.332;12.116;0.273;0.132;10.971;-0.109;0.315;13.322;0.118;0.315;13.322;0.118;0.398;15.427;-0.259;-1.421;5.744;-0.914;-1.407;1.171;-2.435
-0.916;9.978;0.288;-1.398;5.753;-0.859;2.318;15.024;0.451;2.883;12.15;0.103;0.163;10.322;0.337;1.241;9.975;0.29;0.163;10.322;0.337;0.164;10.962;0.01;-0.181;14.933;0.746;-1.545;14.876;0.403;2.883;12.15;0.103;2.795;9.722;0.508;0.91;5.723;-0.811;0.183;1.25;-2.536;0.163;10.322;0.337;-0.916;9.978;0.288;0.961;14.89;0.802;2.318;15.024;0.451;1.241;9.975;0.29;0.91;5.723;-0.811;0.451;15.419;-0.094;0.572;16.264;1.411;-2.302;12.114;0.364;-2.633;9.646;0.747;-1.545;14.876;0.403;-2.302;12.114;0.364;0.164;10.962;0.01;0.354;13.31;0.261;0.354;13.31;0.261;0.451;15.419;-0.094;-1.398;5.753;-0.859;-1.404;1.198;-2.431
-0.888;9.98;0.384;-1.378;5.774;-0.826;2.356;15.008;0.659;2.925;12.138;0.283;0.19;10.324;0.437;1.268;9.977;0.396;0.19;10.324;0.437;0.193;10.964;0.11;-0.149;14.923;0.905;-1.506;14.874;0.534;2.925;12.138;0.283;2.832;9.704;0.649;0.93;5.742;-0.768;0.187;1.289;-2.536;0.19;10.324;0.437;-0.888;9.98;0.384;0.992;14.876;0.981;2.356;15.008;0.659;1.268;9.977;0.396;0.93;5.742;-0.768;0.5;15.42;0.084;0.594;16.249;1.601;-2.274;12.116;0.46;-2.621;9.648;0.825;-1.506;14.874;0.534;-2.274;12.116;0.46;0.193;10.964;0.11;0.391;13.306;0.404;0.391;13.306;0.404;0.5;15.42;0.084;-1.378;5.774;-0.826;-1.4;1.234;-2.443
-0.861;9.981;0.537;-1.356;5.8;-0.759;2.385;14.999;0.895;2.96;12.135;0.49;0.217;10.325;0.599;1.295;9.977;0.567;0.217;10.325;0.599;0.223;10.964;0.271;-0.123;14.913;1.105;-1.473;14.87;0.71;2.96;12.135;0.49;2.866;9.696;0.823;0.952;5.767;-0.683;0.198;1.347;-2.527;0.217;10.325;0.599;-0.861;9.981;0.537;1.017;14.865;1.197;2.385;14.999;0.895;1.295;9.977;0.567;0.952;5.767;-0.683;0.538;15.419;0.3;0.607;16.239;1.823;-2.248;12.115;0.592;-2.615;9.645;0.922;-1.473;14.87;0.71;-2.248;12.115;0.592;0.223;10.964;0.271;0.425;13.302;0.594;0.425;13.302;0.594;0.538;15.419;0.3;-1.356;5.8;-0.759;-1.389;1.289;-2.453
-0.84;9.967;0.692;-1.34;5.814;-0.687;2.408;14.977;1.145;2.994;12.119;0.712;0.237;10.311;0.762;1.316;9.963;0.739;0.237;10.311;0.762;0.246;10.95;0.434;-0.103;14.886;1.321;-1.448;14.853;0.907;2.994;12.119;0.712;2.894;9.677;1.022;0.967;5.78;-0.594;0.207;1.396;-2.522;0.237;10.311;0.762;-0.84;9.967;0.692;1.036;14.837;1.427;2.408;14.977;1.145;1.316;9.963;0.739;0.967;5.78;-0.594;0.569;15.404;0.531;0.611;16.211;2.062;-2.231;12.103;0.731;-2.62;9.63;1.011;-1.448;14.853;0.907;-2.231;12.103;0.731;0.246;10.95;0.434;0.453;13.282;0.794;0.453;13.282;0.794;0.569;15.404;0.531;-1.34;5.814;-0.687;-1.38;1.336;-2.467
-0.82;9.942;0.878;-1.327;5.819;-0.586;2.423;14.945;1.423;3.023;12.094;0.965;0.257;10.286;0.952;1.335;9.938;0.934;0.257;10.286;0.952;0.267;10.925;0.624;-0.088;14.842;1.578;-1.43;14.821;1.154;3.023;12.094;0.965;2.92;9.651;1.265;0.981;5.784;-0.486;0.213;1.444;-2.51;0.257;10.286;0.952;-0.82;9.942;0.878;1.049;14.794;1.693;2.423;14.945;1.423;1.335;9.938;0.934;0.981;5.784;-0.486;0.588;15.375;0.804;0.61;16.163;2.345;-2.218;12.078;0.909;-2.627;9.602;1.116;-1.43;14.821;1.154;-2.218;12.078;0.909;0.267;10.925;0.624;0.476;13.249;1.028;0.476;13.249;1.028;0.588;15.375;0.804;-1.327;5.819;-0.586;-1.373;1.382;-2.467
-0.808;9.891;1.097;-1.319;5.801;-0.456;2.431;14.891;1.709;3.047;12.044;1.245;0.27;10.235;1.172;1.348;9.887;1.154;0.27;10.235;1.172;0.28;10.874;0.844;-0.079;14.776;1.853;-1.419;14.769;1.421;3.047;12.044;1.245;2.937;9.603;1.562;0.988;5.765;-0.357;0.219;1.481;-2.493;0.27;10.235;1.172;-0.808;9.891;1.097;1.058;14.729;1.973;2.431;14.891;1.709;1.348;9.887;1.154;0.988;5.765;-0.357;0.599;15.32;1.089;0.607;16.098;2.635;-2.211;12.034;1.107;-2.641;9.556;1.239;-1.419;14.769;1.421;-2.211;12.034;1.107;0.28;10.874;0.844;0.491;13.191;1.285;0.491;13.191;1.285;0.599;15.32;1.089;-1.319;5.801;-0.456;-1.366;1.417;-2.456
-0.783;9.819;1.379;-1.312;5.766;-0.263;2.436;14.827;2.034;3.075;11.985;1.565;0.295;10.162;1.45;1.373;9.814;1.427;0.295;10.162;1.45;0.303;10.801;1.122;-0.073;14.689;2.175;-1.411;14.693;1.74;3.075;11.985;1.565;2.966;9.548;1.903;0.996;5.729;-0.176;0.221;1.52;-2.455;0.295;10.162;1.45;-0.783;9.819;1.379;1.065;14.648;2.296;2.436;14.827;2.034;1.373;9.814;1.427;0.996;5.729;-0.176;0.604;15.245;1.417;0.601;16.014;2.967;-2.203;11.969;1.344;-2.653;9.491;1.381;-1.411;14.693;1.74;-2.203;11.969;1.344;0.303;10.801;1.122;0.509;13.114;1.592;0.509;13.114;1.592;0.604;15.245;1.417;-1.312;5.766;-0.263;-1.363;1.456;-2.417
-0.775;9.746;1.696;-1.324;5.742;-0.057;2.424;14.763;2.37;3.089;11.926;1.908;0.304;10.089;1.754;1.382;9.741;1.718;0.304;10.089;1.754;0.308;10.729;1.427;-0.083;14.602;2.518;-1.423;14.612;2.086;3.089;11.926;1.908;2.992;9.493;2.277;0.985;5.705;-0.001;0.199;1.598;-2.457;0.304;10.089;1.754;-0.775;9.746;1.696;1.055;14.57;2.635;2.424;14.763;2.37;1.382;9.741;1.718;0.985;5.705;-0.001;0.587;15.17;1.762;0.583;15.932;3.316;-2.204;11.898;1.608;-2.668;9.423;1.544;-1.423;14.612;2.086;-2.204;11.898;1.608;0.308;10.729;1.427;0.51;13.037;1.921;0.51;13.037;1.921;0.587;15.17;1.762;-1.324;5.742;-0.057;-1.384;1.535;-2.406
-0.766;9.673;2.058;-1.325;5.712;0.213;2.408;14.697;2.742;3.094;11.865;2.286;0.312;10.016;2.102;1.39;9.668;2.05;0.312;10.016;2.102;0.313;10.656;1.775;-0.097;14.516;2.901;-1.439;14.525;2.474;3.094;11.865;2.286;3.01;9.435;2.679;0.986;5.675;0.236;0.213;1.692;-2.419;0.312;10.016;2.102;-0.766;9.673;2.058;1.042;14.493;3.013;2.408;14.697;2.742;1.39;9.668;2.05;0.986;5.675;0.236;0.564;15.095;2.147;0.561;15.85;3.704;-2.202;11.822;1.915;-2.676;9.354;1.743;-1.439;14.525;2.474;-2.202;11.822;1.915;0.313;10.656;1.775;0.506;12.96;2.29;0.506;12.96;2.29;0.564;15.095;2.147;-1.325;5.712;0.213;-1.368;1.633;-2.352
-0.76;9.615;2.482;-1.326;5.69;0.563;2.386;14.649;3.16;3.09;11.821;2.704;0.319;9.958;2.509;1.395;9.61;2.438;0.319;9.958;2.509;0.314;10.599;2.184;-0.117;14.449;3.328;-1.461;14.451;2.907;3.09;11.821;2.704;3.024;9.393;3.114;0.985;5.654;0.547;0.248;1.85;-2.368;0.319;9.958;2.509;-0.76;9.615;2.482;1.022;14.437;3.435;2.386;14.649;3.16;1.395;9.61;2.438;0.985;5.654;0.547;0.535;15.037;2.573;0.533;15.791;4.13;-2.199;11.757;2.276;-2.681;9.3;2.0;-1.461;14.451;2.907;-2.199;11.757;2.276;0.314;10.599;2.184;0.499;12.901;2.71;0.499;12.901;2.71;0.535;15.037;2.573;-1.326;5.69;0.563;-1.331;1.796;-2.276
-0.757;9.564;2.953;-1.318;5.652;1.008;2.357;14.613;3.615;3.077;11.792;3.142;0.323;9.907;2.961;1.398;9.56;2.869;0.323;9.907;2.961;0.311;10.549;2.637;-0.145;14.391;3.796;-1.491;14.382;3.384;3.077;11.792;3.142;3.029;9.363;3.55;0.993;5.618;0.946;0.309;2.02;-2.232;0.323;9.907;2.961;-0.757;9.564;2.953;0.995;14.39;3.897;2.357;14.613;3.615;1.398;9.56;2.869;0.993;5.618;0.946;0.497;14.987;3.038;0.497;15.745;4.593;-2.199;11.695;2.689;-2.683;9.252;2.31;-1.491;14.382;3.384;-2.199;11.695;2.689;0.311;10.549;2.637;0.484;12.85;3.172;0.484;12.85;3.172;0.497;14.987;3.038;-1.318;5.652;1.008;-1.267;1.976;-2.108
